НоменклатураКод;ЦенаРозн;ЦенаОпт;Свободно;Резерв;Климовск;КлимовскР;Краснодар;КраснодарР;Воронеж;ВоронежР;СанктПетербург;СанктПетербургР;Екатеринбург;ЕкатеринбургР;Ожидается;Дата;
00000011106;1080;840;43;0;43;0;0;0;0;0;0;0;0;0;;;
00000011107;1170;910;15;0;15;0;0;0;0;0;0;0;0;0;;;
00000011108;3880;3010;89;0;89;0;0;0;0;0;0;0;0;0;;;
00000011109;1770;1370;13;0;13;0;0;0;0;0;0;0;0;0;;;
00000011110;6370;4940;159;0;159;0;0;0;0;0;0;0;0;0;;;
00000011111;1350;1050;46;0;46;0;0;0;0;0;0;0;0;0;;;
00000011112;1920;1490;154;0;154;0;0;0;0;0;0;0;0;0;;;
00000011113;680;530;134;0;134;0;0;0;0;0;0;0;0;0;;;
00000011114;780;600;73;0;73;0;0;0;0;0;0;0;0;0;;;
00000011115;940;730;48;0;48;0;0;0;0;0;0;0;0;0;;;
00000011116;1170;910;98;0;98;0;0;0;0;0;0;0;0;0;;;
00000011118;300;230;56;0;56;0;0;0;0;0;0;0;0;0;;;
00000011119;380;300;105;0;105;0;0;0;0;0;0;0;0;0;;;
00000011120;1370;1060;52;0;52;0;0;0;0;0;0;0;0;0;;;
00000011121;560;430;44;0;44;0;0;0;0;0;0;0;0;0;;;
00000011123;4120;3190;48;0;48;0;0;0;0;0;0;0;0;0;;;
00000011124;3520;2730;16;0;16;0;0;0;0;0;0;0;0;0;;;
00000011125;1430;1110;17;0;17;0;0;0;0;0;0;0;0;0;;;
00000011127;1700;1320;34;4;34;4;0;0;0;0;0;0;0;0;;;
00000011128;6440;4990;94;0;94;0;0;0;0;0;0;0;0;0;;;
00000011129;1710;1330;22;0;22;0;0;0;0;0;0;0;0;0;;;
00000011130;560;430;36;0;36;0;0;0;0;0;0;0;0;0;;;
00000011132;980;760;27;0;27;0;0;0;0;0;0;0;0;0;;;
00000011239;710;550;84;0;84;0;0;0;0;0;0;0;0;0;;;
00000011240;1190;920;40;0;40;0;0;0;0;0;0;0;0;0;;;
00000011241;4720;3660;163;0;163;0;0;0;0;0;0;0;0;0;;;
00000011242;890;690;38;0;38;0;0;0;0;0;0;0;0;0;;;
00000011243;1370;1060;196;0;196;0;0;0;0;0;0;0;0;0;;;
00000011244;900;700;300;0;300;0;0;0;0;0;0;0;0;0;;;
00000011245;2310;1790;277;0;277;0;0;0;0;0;0;0;0;0;;;
00000011246;2790;2160;290;0;290;0;0;0;0;0;0;0;0;0;;;
00000011247;770;590;79;0;79;0;0;0;0;0;0;0;0;0;;;
00000011248;1030;800;35;0;35;0;0;0;0;0;0;0;0;0;;;
00000011249;980;760;8;0;8;0;0;0;0;0;0;0;0;0;;;
00000011250;3310;2560;49;0;49;0;0;0;0;0;0;0;0;0;;;
00000011251;2710;2100;193;0;193;0;0;0;0;0;0;0;0;0;;;
00000011253;4990;3870;34;0;34;0;0;0;0;0;0;0;0;0;;;
00000011254;1670;1290;50;0;50;0;0;0;0;0;0;0;0;0;;;
00000011255;1060;820;30;0;30;0;0;0;0;0;0;0;0;0;;;
00000011256;8910;6910;36;4;36;4;0;0;0;0;0;0;0;0;;;
00000011317;2390;1850;290;0;290;0;0;0;0;0;0;0;0;0;;;
00000011318;1160;900;276;0;276;0;0;0;0;0;0;0;0;0;;;
00000011319;1070;830;100;0;100;0;0;0;0;0;0;0;0;0;;;
00000011320;1070;830;54;0;54;0;0;0;0;0;0;0;0;0;;;
00000011321;5580;4320;44;0;44;0;0;0;0;0;0;0;0;0;;;
00000011322;2790;2160;1;0;1;0;0;0;0;0;0;0;0;0;;;
00000011323;1870;1450;113;0;113;0;0;0;0;0;0;0;0;0;;;
00000011325;1930;1500;92;0;92;0;0;0;0;0;0;0;0;0;;;
00000011327;3300;2560;50;0;50;0;0;0;0;0;0;0;0;0;;;
00000011328;1870;1450;0;6;0;6;0;0;0;0;0;0;0;0;;;
00000011329;770;600;80;0;80;0;0;0;0;0;0;0;0;0;;;
00000011330;430;330;85;0;85;0;0;0;0;0;0;0;0;0;;;
00000011443;940;700;265;0;265;0;0;0;0;0;0;0;0;0;;;
00000011444;1250;920;82;0;82;0;0;0;0;0;0;0;0;0;;;
00000011445;580;430;48;0;48;0;0;0;0;0;0;0;0;0;;;
00000011446;1120;820;100;0;100;0;0;0;0;0;0;0;0;0;;;
00000011447;620;460;3;0;3;0;0;0;0;0;0;0;0;0;;;
00000011449;8420;6220;31;0;31;0;0;0;0;0;0;0;0;0;;;
00000011450;1340;990;24;0;24;0;0;0;0;0;0;0;0;0;;;
00000004146;540;380;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010658;2750;2650;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011404;5180;4770;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011459;1300;1150;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011499;2000;1530;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010495;2670;2560;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010987;14900;14610;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010988;6750;6560;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010989;990;930;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010990;590;550;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010991;720;640;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011020;1700;1560;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010966;2060;1960;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000005578;1650;1520;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000008399;1290;1240;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000005577;1610;1480;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009407;1070;930;0;0;0;0;0;0;0;0;0;0;0;0;;;
